,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
4,-5898.781823966721,-5930.074266204151,-6029.76304647482,-5958.41627817348,-109414.18074538479,-105985.19962849614,-102317.25601163579,-77611.09055412895,-6045.252805382348,-5979.51632493929,-6094.828974584219,-6253.19108405007,-115150.42068367252,-112388.75089749706,-110369.27078596006,-111866.65885051
5,-6028.265479596314,-6069.795020794275,-6038.189654134471,-5986.557124442712,-109337.02252352507,-106034.88755642028,-102293.02672064623,-77603.84858892544,-6004.036188606762,-5925.738027779821,-6013.021589877795,-6142.058210618283,-115168.54794842577,-112249.03014290692,-110380.91604482128,-111824.1905360449
6,-5918.630173043033,-5951.487237392335,-6035.105113399639,-5965.70294686591,-109404.14481212436,-105991.25695124351,-102315.4455203349,-77610.37529830639,-6048.6279187950995,-5987.272380265282,-6100.34985546468,-6263.316424288324,-115145.68211384799,-112408.88981925129,-110364.12988473535,-111868.42463832196
7,-6010.719360198898,-6049.611395551133,-6039.553110546245,-5985.260723264304,-109357.00498306811,-106032.8758994193,-102302.72737773984,-77608.65421398333,-6004.036188606762,-5923.167577167461,-6011.658133466021,-6135.866777404163,-115176.86279736315,-112236.13318635622,-110388.02389955806,-111827.36448375756
8,-5945.228748944849,-5979.024586561273,-6042.302375114247,-5975.068327792684,-109392.7677741966,-105999.34828273635,-102312.51744181126,-77610.4647052842,-6059.870846256119,-5998.42590074848,-6109.625829413632,-6274.872276171717,-115149.99600052787,-112429.07344449442,-110365.42628591375,-111874.16903664697
9,-5987.6970634099325,-6024.890366183564,-6038.234357623382,-5980.924484839975,-109372.80766639802,-106027.44442551666,-102306.97420918634,-77612.34225181845,-6004.170299073494,-5921.334734122126,-6012.060464866217,-6132.648126202599,-115182.49543696588,-112228.01950311894,-110392.1589722823,-111829.97963785884
10,-5973.883685336553,-6010.875822410086,-6049.544340317767,-5985.461888964402,-109377.83680890047,-106010.16652705272,-102308.51647955376,-77611.80580995153,-6065.503485858856,-6007.165432830505,-6114.5432131938005,-6282.047186141871,-115152.00765752884,-112443.7361888571,-110366.07448650296,-111877.72296401537
11,-5962.819571831175,-5998.649418193033,-6037.094418656161,-5976.767060371288,-109390.823172429,-106021.29769579145,-102314.1491191565,-77615.24797859765,-6004.639685707055,-5923.592260312112,-6016.888441668563,-6137.140826838116,-115185.55762595627,-112229.58412523082,-110396.00347232861,-111835.83579490612
12,-6002.225697305882,-6040.715401257921,-6056.003994465351,-5995.14019431355,-109366.3703639949,-106019.91188763523,-102307.10831965308,-77611.38112680688,-6068.6327300826,-6010.786415432265,-6114.900841105085,-6282.516572775433,-115155.02514303032,-112447.9383168147,-110367.72851559265,-111879.35464136061
13,-5936.802141285199,-5969.815667845687,-6033.227566865393,-5969.435688189947,-109405.48591679167,-106010.59121019737,-102317.0548459357,-77614.15274311934,-6008.752406686832,-5926.609745813578,-6024.108055127627,-6144.114571108172,-115188.01631784634,-112235.99907588949,-110397.76926014057,-111841.51313799777
14,-6029.76304647482,-6070.219703938926,-6059.826142767209,-6002.3151042837035,-109349.1595207643,-106028.09262610586,-102299.73224398283,-77609.52593201709,-6067.224570181915,-6007.791281675253,-6108.7317596354205,-6273.95585464905,-115156.00861978634,-112441.00927603357,-110366.02978301405,-111874.99605119182
15,-5916.953792208886,-5948.93913852443,-6034.591023277167,-5967.826362589164,-109419.74632975415,-106005.51736420601,-102321.83811924912,-77618.57838852149,-6014.899136412041,-5935.505740106791,-6036.893252956063,-6159.581978271244,-115188.93273936902,-112254.37220983175,-110398.68568166325,-111849.98444914633
16,-6049.633747295588,-6092.191468738493,-6062.128372446105,-6007.500708997334,-109336.15080549131,-106035.08872212037,-102295.21719160286,-77607.93895816075,-6063.91651200253,-6005.444348507446,-6102.272105487837,-6264.791639422374,-115159.8754715771,-112430.50395613957,-110368.68964060422,-111873.09615291312
17,-5896.591353010101,-5926.721504535854,-6032.24409010936,-5962.2831299642485,-109430.51987058161,-105995.92846583467,-102324.40856986148,-77616.47732454269,-6018.207194591427,-5941.518359365268,-6046.303337371747,-6172.478934821956,-115185.49057072289,-112271.91832922916,-110395.46703046167,-111854.85712943759
18,-6068.900951016063,-6111.525727692334,-6065.123506203116,-6012.552203244234,-109328.84178505442,-106041.32485882341,-102293.40670030197,-77606.6649087268,-6060.988433478884,-5999.029397848773,-6093.107890261161,-6250.486522970978,-115164.8822623351,-112412.84607801988,-110371.14833249431,-111868.89402495552
19,-5887.091861616595,-5915.523280563746,-6035.462741310924,-5963.043089275729,-109441.24870792017,-105991.72633787709,-102328.36482863007,-77619.51716178861,-6029.159549374527,-5953.029507759751,-6062.083668957194,-6192.237876920447,-115186.49639922338,-112298.15927721969,-110395.13175429485,-111863.57430977515
20,-6080.6803203440095,-6124.422684243046,-6067.492791115379,-6016.687275968466,-109324.12556697436,-106047.53864378198,-102291.5962090011,-77608.49775177214,-6058.3732793776135,-5994.246124535337,-6085.530648890812,-6237.366048975712,-115173.10770429466,-112394.20472314415,-110376.95978605268,-111867.23999586584
21,-5880.431041768914,-5908.907164204975,-6037.563805289723,-5963.490124164835,-109445.42848413331,-105988.53003841998,-102329.59417457512,-77620.47828680018,-6037.34028784517,-5965.814705588187,-6076.880523786607,-6212.354446930224,-115184.93177711152,-112326.90362058922,-110393.43302171625,-111871.97856569036
22,-6083.362529678647,-6127.127245322138,-6067.045756226273,-6017.00020039084,-109324.48319488564,-106049.41619031623,-102292.22205784585,-77607.60368199393,-6051.757163018842,-5986.065386064695,-6074.48888712989,-6220.311667956313,-115178.60623343066,-112370.71303972162,-110381.18426575474,-111863.1496266305
23,-5880.1628208354505,-5907.476652559835,-6038.457875067935,-5963.266606720282,-109445.47318762222,-105983.92557906218,-102328.54364258572,-77617.326690832,-6045.655136782544,-5975.828287104165,-6089.196334981481,-6229.408827949623,-115181.80253288777,-112353.3680860243,-110389.16383852529,-111876.91830121497
24,-6080.277988943814,-6122.522785964345,-6064.564712591733,-6014.206232333927,-109326.74072107564,-106047.67275424872,-102291.01506364526,-77606.28492907107,-6046.146875160561,-5975.3141969816925,-6062.687166057488,-6201.357388658213,-115184.32828001122,-112344.0697603309,-110384.0005855561,-111857.11465562758
25,-5887.829469183621,-5915.657391030478,-6040.7601047468315,-5965.680595121455,-109438.41003637435,-105982.98680579505,-102324.11799718357,-77615.65030999784,-6055.445200853968,-5988.233505276859,-6103.009713054862,-6248.988956092472,-115179.14267529758,-112383.98997592807,-110384.73819312314,-111882.52858907326
26,-6069.169171949527,-6110.989285825406,-6062.441296868479,-6011.322857299192,-109333.42389266776,-106045.97402167012,-102292.57968575713,-77607.42486803829,-6037.362639589624,-5965.188856743438,-6051.6230525521105,-6184.235952405447,-115188.12807656862,-112318.83464084085,-110386.77220186856,-111852.30903056968
27,-5901.419329812447,-5930.454245859891,-6045.00693619334,-5970.75444111281,-109430.72103628171,-105985.5125529185,-102321.79341576021,-77613.90687393032,-6062.731869546398,-6000.012874604807,-6114.5432131938005,-6266.199799323059,-115175.81226537375,-112412.1308221973,-110381.16191401028,-111887.93771123144
28,-6052.226549652404,-6092.213820482948,-6059.267349155825,-6006.09254909665,-109344.97974455116,-106040.92252742322,-102295.68657823642,-77606.91077791581,-6031.886462198075,-5956.985766528341,-6043.554072803745,-6170.26611212088,-115193.60425396018,-112296.59465510782,-110391.33195773745,-111850.29737356871
29,-5920.775940510744,-5950.503760636301,-6050.393706607068,-5977.504667938312,-109421.98150419969,-105989.9158465762,-102318.9547442144,-77613.48219078567,-6071.8737330286185,-6010.428787520979,-6124.445035987501,-6279.946122163073,-115175.09700955117,-112435.91307829774,-110378.5020564201,-111892.22924616687
30,-6029.919508686007,-6068.208046937949,-6054.327613631202,-5999.029397848773,-109356.15561677881,-106033.7252657086,-102297.05003464819,-77607.1119436159,-6026.678505739988,-5948.93913852443,-6036.557976789234,-6157.905597437096,-115197.80638191776,-112276.65689905369,-110394.17062928327,-111847.90573691198
31,-5943.08298147714,-5975.180086514961,-6053.7911717642755,-5983.383176730058,-109405.46356504722,-105994.83323035637,-102312.15981389998,-77610.6211674954,-6076.7464133198755,-6018.676581224988,-6130.480006990434,-6290.429090312611,-115171.67719264951,-112456.52138668555,-110374.00935578458,-111893.83857176764
32,-6005.33258978517,-6041.654174525043,-6050.147837418061,-5991.876839623075,-109369.94664310773,-106025.36571328231,-102300.42514806094,-77606.4190395378,-6022.655191738033,-5944.401734400003,-6034.009877921329,-6151.870626434163,-115200.8462191637,-112264.87752972574,-110397.05400431801,-111848.30806831218
33,-5967.312272466693,-6000.348150771636,-6057.412154366035,-5989.194630288438,-109390.71141370671,-105999.66120715872,-102306.3483603416,-77606.73196396018,-6079.227456954415,-6022.297563826748,-6131.932870380029,-6293.804203725363,-115169.19614901497,-112467.56314844647,-110369.56135863798,-111892.51981884478
34,-5983.539638941245,-6017.111959113116,-6049.790209506776,-5988.188801787949,-109388.94562589475,-106019.19663181265,-102307.30948535318,-77610.04002213955,-6022.610488249122,-5942.054801232195,-6034.971002932907,-6149.926024666551,-115204.55660874327,-112258.88726221172,-110399.26682701908,-111849.76093170178
35,-5996.861278636608,-6031.350020331147,-6066.554017848256,-6000.973999616385,-109381.74836418014,-106011.03824508647,-102306.01308417477,-77610.17413260629,-6088.212858225448,-6030.768874975309,-6137.6772687050425,-6299.459195072555,-115176.54987294077,-112478.15787531828,-110374.03170752904,-111897.10192645813
36,-5960.249121218815,-5991.653322178522,-6049.7455060178645,-5984.724281397376,-109407.83284995948,-106013.65339918774,-102314.46204357888,-77614.48801928616,-6026.7902644622645,-5946.055763489695,-6041.944747202962,-6155.8715886916625,-115210.01043439037,-112262.95527970258,-110404.13950731033,-111856.17588236045
37,-6017.916621913508,-6054.14879967556,-6069.169171949527,-6006.181956074472,-109368.87375937388,-106017.83317540088,-102301.52038353925,-77607.87190292739,-6088.101099503172,-6031.171206375505,-6133.698658191998,-6294.251238614469,-115178.91915785303,-112475.81094215048,-110374.74696335162,-111895.1573246905
38,-5936.109237207083,-5965.457077676902,-6048.002069950351,-5979.583380172656,-109424.46254783424,-106006.41143398422,-102320.22879364835,-77615.98558616466,-6029.7853982192755,-5950.280243191748,-6048.382049606091,-6163.046498661816,-115211.26213207986,-112271.40423910669,-110405.30179802202,-111860.82504520715
39,-6046.057468182739,-6083.988378523395,-6072.790154551287,-6013.356866044625,-109352.66874464379,-106026.81857667191,-102295.91009568097,-77605.8155424375,-6087.229381469415,-6029.338363330169,-6127.663687189065,-6285.869334443729,-115181.69077416549,-112468.94895660269,-110375.23870172963,-111892.05043221122
40,-5914.338638107614,-5941.764228554276,-6045.3422123601695,-5973.928388825463,-109434.45377760576,-105996.8225356129,-102321.03345644874,-77615.18092336427,-6035.5968517776555,-5957.544560139723,-6059.982604978395,-6178.044519191328,-115209.51869601235,-112290.49262887152,-110403.20073404322,-111867.3070510992
41,-6063.603587580155,-6103.143823521594,-6074.153610963061,-6017.38018004658,-109340.37528519337,-106032.98765814157,-102290.43391828942,-77604.1168098589,-6082.446108155979,-6023.19163360496,-6117.895974862096,-6272.391232537178,-115184.46239047794,-112452.60983140586,-110376.11041976338,-111887.28951064224
