0,1,2,3,4,5,6,7,8,9
-38528.328125,7601.11328125,-28081.392578125,119229.84375,-73542.9609375,206679.265625,-26516.232421875,193627.625,1.0,1665551193.8310227
-36411.88671875,374.4364318847656,-10785.4326171875,-5814.31494140625,-6494.16552734375,445.6044006347656,247.031494140625,-238.18020629882812,1.0,1665551193.8560064
-12865.5751953125,0.0,-8315.0283203125,0.0,-5481.27392578125,-619.5009765625,13.50045394897461,-3981.20361328125,1.0,1665551193.9233465
-1615.8524169921875,0.0,-6027.4609375,0.0,-4296.0947265625,-3273.368408203125,265.7175598144531,-5246.0439453125,1.0,1665551193.948506
-3283.560791015625,0.0,-4544.3779296875,2.0563604831695557,-3441.45361328125,-3663.808837890625,775.7843627929688,-4254.9677734375,1.0,1665551193.9735134
-3045.559326171875,0.0,-3518.075439453125,155.2105255126953,-2829.462646484375,-3275.51416015625,1274.943603515625,-3338.3671875,1.0,1665551193.9984949
-2438.2177734375,0.0,-2688.2890625,-675.5591430664062,-2296.418212890625,-2706.97509765625,-850.439208984375,-2597.988037109375,1.0,1665551194.0235057
-1914.1141357421875,0.0,-1852.065673828125,-2041.51904296875,-1907.6767578125,-2226.859619140625,-1839.459228515625,-2070.576416015625,1.0,1665551194.0485168
-1462.6087646484375,7.0631513595581055,-1572.489990234375,-1745.0455322265625,-1592.5172119140625,-1785.546875,-1656.89013671875,-1654.2080078125,1.0,1665551194.0735538
-1066.98291015625,244.7963104248047,-1212.8056640625,-1352.995849609375,-1305.9677734375,-1338.3331298828125,-1363.098876953125,-1297.2952880859375,1.0,1665551194.0985236
-757.9030151367188,-210.55343627929688,-918.65673828125,-1001.0899658203125,-1069.843994140625,-963.986083984375,-1079.0528564453125,-1008.1531372070312,1.0,1665551194.1236346
-563.174560546875,-753.0750122070312,-737.5181884765625,-774.175048828125,-934.75,-729.3821411132812,-874.3108520507812,-831.5743408203125,1.0,1665551194.1497395
-449.7171325683594,-756.9194946289062,-665.1879272460938,-710.3385009765625,-923.9317626953125,-615.3882446289062,-734.5677490234375,-785.172119140625,1.0,1665551194.1497753
-388.3839416503906,-888.1689453125,-725.6270751953125,-824.2429809570312,-1045.5252685546875,-611.1861572265625,-663.0421752929688,-868.0523681640625,1.0,1665551194.149793
-366.0321960449219,-1009.0471801757812,-869.6617431640625,-997.066650390625,-1150.3101806640625,-698.8944091796875,-635.7730712890625,-785.0827026367188,1.0,1665551194.17473
-267.8633117675781,-758.7970581054688,-721.0673217773438,-811.1001586914062,-955.04541015625,-561.2970581054688,-479.9366760253906,-670.9099731445312,1.0,1665551194.1747606
-208.6759033203125,-702.3812255859375,-389.9932556152344,-611.3649291992188,-784.0098266601562,-539.6605224609375,-375.5987243652344,-577.4796752929688,1.0,1665551194.174775
-250.96539306640625,-429.4217224121094,-325.1731872558594,-396.69879150390625,-434.87554931640625,-422.7162170410156,-319.093505859375,-357.8067321777344,1.0,1665551194.204103
