0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
-18072.81640625,43499.4453125,-40575.75,208266.5,-87460.0546875,204169.15625,188040.140625,17320.814453125,-0.005615234375,-0.95654296875,0.23486328125,0.0,0.0,0.0,66.66667175292969,1.0,1.0,1652640963.186664,0.0
-46335.703125,562.1911010742188,-8363.3076171875,-1045.5252685546875,-4476.16064453125,369.78729248046875,190.1686553955078,136.34564208984375,-0.008544921875,-0.964599609375,0.227783203125,0.0,0.0,0.0,66.66667175292969,2.0,1.0,1652640963.1878955,0.0
-16306.58203125,0.0,-7145.31640625,0.0,-4213.572265625,-291.3773498535156,55.879364013671875,-3506.452392578125,-0.008544921875,-0.964111328125,0.224853515625,0.0,0.0,0.0,66.66667175292969,3.0,1.0,1652640963.1890967,0.0
-1038.8197021484375,0.0,-5534.7392578125,0.0,-3536.046142578125,-2767.14599609375,370.4131164550781,-6013.24560546875,-0.010498046875,-0.9658203125,0.22509765625,0.0,0.0,0.0,66.66667175292969,4.0,1.0,1652640963.1903732,0.0
-3279.53759765625,0.0,-4275.7099609375,3.8445003032684326,-2987.1767578125,-3590.673828125,790.268310546875,-5043.984375,-0.01025390625,-0.966552734375,0.22412109375,-5.462646007537842,5.065917491912842,1.7395018339157104,66.66667175292969,5.0,1.0,1652640963.2032163,0.0
-3572.255859375,0.0,-3447.086181640625,219.5835418701172,-2547.026123046875,-3180.832275390625,1599.7591552734375,-3968.239501953125,-0.012451171875,-0.96630859375,0.225341796875,-2.380370855331421,0.3662109076976776,1.0681151151657104,66.66667175292969,6.0,1.0,1652640963.2032716,0.0
-2897.412109375,0.0,-2707.60107421875,-1020.2230834960938,-2140.403076171875,-2637.684814453125,81.71797943115234,-3103.674072265625,-0.011962890625,-0.96923828125,0.224365234375,-1.3122557401657104,-0.9460448622703552,0.9765624403953552,66.66667175292969,7.0,1.0,1652640963.2069688,0.0
-2294.362060546875,0.0,-1535.0284423828125,-2468.70556640625,-1789.927734375,-2205.84912109375,-1554.608642578125,-2475.4111328125,-0.0126953125,-0.968017578125,0.223388671875,-0.9155272841453552,-1.4953612089157104,0.9155272841453552,66.66667175292969,8.0,1.0,1652640963.2070117,0.0
-1791.0006103515625,0.44703489542007446,-1313.0308837890625,-2075.046630859375,-1512.1402587890625,-1803.9647216796875,-1614.33251953125,-1996.54736328125,-0.013671875,-0.96728515625,0.222900390625,-0.8544921278953552,-1.4953612089157104,0.9765624403953552,66.66667175292969,9.0,1.0,1652640963.2104208,0.0
-1368.4632568359375,161.46900939941406,-1274.228271484375,-1658.2313232421875,-1233.458740234375,-1383.483642578125,-1351.9229736328125,-1603.6036376953125,-0.011962890625,-0.96484375,0.219482421875,-0.7934569716453552,-1.4648436307907104,1.0375975370407104,66.66667175292969,10.0,1.0,1652640963.221697,0.0
-1039.087890625,302.2850036621094,-933.498291015625,-1302.48095703125,-965.0589599609375,-971.3174438476562,-1049.4591064453125,-1292.28857421875,-0.01025390625,-0.965087890625,0.22021484375,-0.6408690810203552,-1.4953612089157104,0.9460448622703552,66.66667175292969,11.0,1.0,1652640963.2283056,0.0
-842.4819946289062,-523.8355102539062,-673.8604125976562,-1061.350341796875,-751.4656982421875,-653.2073974609375,-776.32080078125,-1106.1431884765625,-0.00732421875,-0.964599609375,0.22119140625,-0.7324218153953552,-1.5258787870407104,0.9155272841453552,66.66667175292969,12.0,1.0,1652640963.2283356,0.0
-778.7348022460938,-550.389404296875,-486.9104309082031,-943.5119018554688,-602.6924438476562,-446.6772766113281,-548.2435913085938,-1043.9158935546875,-0.007080078125,-0.966064453125,0.2197265625,-0.6713866591453552,-1.6174315214157104,0.8850097060203552,66.66667175292969,13.0,1.0,1652640963.2283435,0.0
-817.4480590820312,-469.5654602050781,-349.2236633300781,-965.4165649414062,-504.5235900878906,-321.50750732421875,-330.7164306640625,-1125.1868896484375,-0.00732421875,-0.966552734375,0.219970703125,-0.6103515028953552,-1.7089842557907104,0.9765624403953552,66.66667175292969,14.0,1.0,1652640963.231883,0.0
-986.2484130859375,-469.923095703125,-261.6942443847656,-1159.2509765625,-459.64129638671875,-287.62225341796875,-120.61001586914062,-1366.585693359375,-0.007080078125,-0.96826171875,0.224365234375,-0.6103515028953552,-1.8615721464157104,1.0070799589157104,66.66667175292969,15.0,1.0,1652640963.2319117,0.0
-1108.3782958984375,-433.35565185546875,-217.79541015625,-1315.4449462890625,-336.52789306640625,-251.50184631347656,-22.888187408447266,-1181.781494140625,-0.00830078125,-0.967041015625,0.221923828125,-0.6713866591453552,-1.8310545682907104,0.9765624403953552,66.66667175292969,16.0,1.0,1652640963.2416267,0.0
-784.72509765625,-336.7961120605469,-147.879150390625,-1025.6768798828125,-231.83230590820312,-99.15234375,-30.040746688842773,-1089.1558837890625,-0.0078125,-0.965087890625,0.220947265625,-0.6713866591453552,-1.7700194120407104,0.9765624403953552,66.66667175292969,17.0,1.0,1652640963.2480912,0.0
-459.9989318847656,-363.88641357421875,-83.6849365234375,-717.8486328125,-311.0469055175781,-232.72637939453125,-210.91107177734375,-930.8161010742188,-0.010009765625,-0.9677734375,0.223876953125,-0.6408690810203552,-1.7089842557907104,0.9460448622703552,66.66667175292969,18.0,1.0,1652640963.2481189,0.0
-436.037841796875,-234.335693359375,-227.36195373535156,-435.50140380859375,-327.14013671875,-327.4083557128906,-300.2286376953125,-515.699462890625,-0.0107421875,-0.96630859375,0.2265625,-0.7019042372703552,-1.6479490995407104,0.9460448622703552,66.66667175292969,19.0,1.0,1652640963.2581587,0.0
-227.80899047851562,-269.2044372558594,-223.69627380371094,-268.4891662597656,-299.5133972167969,-278.5921630859375,-281.7214050292969,-286.9070129394531,-0.0107421875,-0.965576171875,0.224365234375,-0.6408690810203552,-1.7395018339157104,0.9460448622703552,66.66667175292969,20.0,1.0,1652640963.2582028,0.0
-182.30084228515625,-258.2073669433594,-190.8839111328125,-244.6175079345703,-266.8798522949219,-222.1763458251953,-270.5455322265625,-228.88186645507812,-0.009521484375,-0.9658203125,0.22314453125,-0.6408690810203552,-1.5563963651657104,1.0375975370407104,66.66667175292969,21.0,1.0,1652640963.261855,0.0
-173.0919189453125,-231.02764892578125,-183.1949005126953,-232.81578063964844,-243.54461669921875,-232.18992614746094,-262.0518493652344,-220.03057861328125,-0.00830078125,-0.96533203125,0.220947265625,-0.7629393935203552,-1.6479490995407104,1.0375975370407104,66.66667175292969,22.0,1.0,1652640963.2618914,0.0
-168.53216552734375,-217.34837341308594,-178.1881103515625,-225.1267852783203,-237.6437530517578,-231.29586791992188,-254.0946502685547,-212.87802124023438,-0.00830078125,-0.967529296875,0.2197265625,-0.6103515028953552,-1.5869139432907104,1.0070799589157104,66.66667175292969,23.0,1.0,1652640963.2720122,0.0
-165.22410583496094,-210.91107177734375,-173.4495391845703,-219.4047393798828,-231.83230590820312,-225.66322326660156,-246.94207763671875,-206.88775634765625,-0.00634765625,-0.968994140625,0.2216796875,-0.6408690810203552,-1.7089842557907104,0.9155272841453552,66.66667175292969,24.0,1.0,1652640963.2720485,0.0
-161.6478271484375,-205.99368286132812,-169.60504150390625,-214.21913146972656,-226.64669799804688,-219.5835418701172,-240.41537475585938,-201.97036743164062,-0.00634765625,-0.96826171875,0.22021484375,-0.7324218153953552,-1.8005369901657104,0.9765624403953552,66.66667175292969,25.0,1.0,1652640963.2741036,0.0
-158.87620544433594,-202.14918518066406,-166.6546173095703,-210.10641479492188,-221.63990783691406,-214.66616821289062,-234.15689086914062,-197.23179626464844,-0.006103515625,-0.96728515625,0.222900390625,-0.6408690810203552,-1.8310545682907104,1.0070799589157104,66.66667175292969,26.0,1.0,1652640963.3042183,0.0
-156.37281799316406,-197.41061401367188,-163.2571563720703,-205.3678436279297,-216.72251892089844,-209.8381805419922,-228.34542846679688,-192.5826416015625,-0.00830078125,-0.965576171875,0.22265625,-0.6408690810203552,-1.8615721464157104,1.0681151151657104,66.66667175292969,27.0,1.0,1652640963.305585,0.0
-153.9588165283203,-193.20848083496094,-160.57493591308594,-201.52333068847656,-212.25218200683594,-205.3678436279297,-223.07041931152344,-188.6487274169922,-0.01171875,-0.966552734375,0.22021484375,-0.5798339247703552,-1.8920897245407104,1.0375975370407104,66.66667175292969,28.0,1.0,1652640963.3056335,0.0
-151.72364807128906,-189.9004364013672,-157.9821319580078,-198.2152862548828,-208.49708557128906,-201.3445281982422,-217.79541015625,-184.80422973632812,-0.010498046875,-0.966552734375,0.22265625,-0.6408690810203552,-1.8005369901657104,0.9460448622703552,66.66667175292969,29.0,1.0,1652640963.3305287,0.0
-149.4884796142578,-186.68177795410156,-155.2999267578125,-194.9966278076172,-204.652587890625,-197.23179626464844,-213.32505798339844,-181.2279510498047,-0.01025390625,-0.966796875,0.22314453125,-0.6103515028953552,-1.6784666776657104,0.9460448622703552,66.66667175292969,30.0,1.0,1652640963.3466232,0.0
-147.61093139648438,-183.463134765625,-153.15415954589844,-191.77796936035156,-201.25511169433594,-193.47671508789062,-208.85470581054688,-178.0987091064453,-0.01025390625,-0.966796875,0.223388671875,-0.6713866591453552,-1.5563963651657104,0.9765624403953552,66.66667175292969,31.0,1.0,1652640963.3478165,0.0
-145.6439666748047,-180.95973205566406,-150.65077209472656,-188.9169464111328,-197.50003051757812,-189.98983764648438,-204.1161346435547,-174.96946716308594,-0.009765625,-0.967041015625,0.222900390625,-0.6103515028953552,-1.6174315214157104,0.9765624403953552,66.66667175292969,32.0,1.0,1652640963.3491745,0.0
-144.03465270996094,-178.36692810058594,-148.5944061279297,-186.2347412109375,-194.63900756835938,-187.03941345214844,-199.9140167236328,-172.01902770996094,-0.010498046875,-0.9658203125,0.22021484375,-0.7019042372703552,-1.6174315214157104,0.9460448622703552,66.66667175292969,33.0,1.0,1652640963.3503673,0.0
-142.33592224121094,-175.95294189453125,-146.5380401611328,-183.64193725585938,-191.68856811523438,-183.91015625,-196.42713928222656,-169.068603515625,-0.009765625,-0.9658203125,0.2197265625,-0.7019042372703552,-1.5869139432907104,0.9155272841453552,66.66667175292969,34.0,1.0,1652640963.3516548,0.0
-140.90541076660156,-173.53895568847656,-144.66049194335938,-181.2279510498047,-188.73814392089844,-180.78091430664062,-192.85086059570312,-166.6546173095703,-0.00830078125,-0.966796875,0.22265625,-0.7324218153953552,-1.6174315214157104,0.9460448622703552,66.66667175292969,35.0,1.0,1652640963.3528292,0.0
-139.4748992919922,-171.30377197265625,-142.8723602294922,-178.81396484375,-186.05592346191406,-178.0987091064453,-189.9004364013672,-164.41943359375,-0.010009765625,-0.96484375,0.224609375,-0.7019042372703552,-1.7700194120407104,0.9155272841453552,66.66667175292969,36.0,1.0,1652640963.3541093,0.0
-138.0443878173828,-168.9792022705078,-140.90541076660156,-176.66819763183594,-183.64193725585938,-175.5059051513672,-186.59237670898438,-162.09486389160156,-0.009033203125,-0.966552734375,0.224853515625,-0.6713866591453552,-1.8310545682907104,0.9460448622703552,66.66667175292969,37.0,1.0,1652640963.3553135,0.0
-136.61386108398438,-167.10165405273438,-139.38548278808594,-174.52243041992188,-180.87033081054688,-172.73428344726562,-183.463134765625,-159.9490966796875,-0.01025390625,-0.9658203125,0.223388671875,-0.6713866591453552,-1.7700194120407104,1.0070799589157104,66.66667175292969,38.0,1.0,1652640963.3566635,0.0
-135.54098510742188,-164.9558868408203,-138.2231903076172,-172.64488220214844,-178.99278259277344,-170.4097137451172,-180.69151306152344,-157.80332946777344,-0.012451171875,-0.965087890625,0.218994140625,-0.7019042372703552,-1.6784666776657104,0.8850097060203552,66.66667175292969,39.0,1.0,1652640963.357882,0.0
-134.28929138183594,-163.16773986816406,-136.7926788330078,-170.6779327392578,-176.31056213378906,-168.26394653320312,-178.27752685546875,-155.83636474609375,-0.01220703125,-0.96484375,0.221923828125,-0.7019042372703552,-1.7089842557907104,0.9765624403953552,66.66667175292969,40.0,1.0,1652640963.3591206,0.0
-133.1269989013672,-161.6478271484375,-135.0939483642578,-168.71096801757812,-174.61183166503906,-166.20758056640625,-175.7741241455078,-154.13763427734375,-0.011474609375,-0.96630859375,0.2216796875,-0.6713866591453552,-1.6784666776657104,0.9765624403953552,66.66667175292969,41.0,1.0,1652640963.3605409,0.0
-132.32232666015625,-160.21731567382812,-134.1104736328125,-167.10165405273438,-172.91310119628906,-164.41943359375,-173.53895568847656,-152.34950256347656,-0.009521484375,-0.967529296875,0.222412109375,-0.6713866591453552,-1.5563963651657104,0.9460448622703552,66.66667175292969,42.0,1.0,1652640963.360555,0.0
-131.16004943847656,-158.51858520507812,-132.85877990722656,-165.7605438232422,-170.8567352294922,-162.45248413085938,-171.30377197265625,-151.09779357910156,-0.009033203125,-0.967041015625,0.2197265625,-0.6713866591453552,-1.5563963651657104,0.9460448622703552,66.66667175292969,43.0,1.0,1652640963.3641431,0.0
-129.9977569580078,-157.17747497558594,-131.785888671875,-164.15121459960938,-169.068603515625,-160.84315490722656,-168.88978576660156,-149.4884796142578,-0.00732421875,-0.965576171875,0.220947265625,-0.7019042372703552,-1.6174315214157104,1.0070799589157104,66.66667175292969,44.0,1.0,1652640963.3653135,0.0
-129.28250122070312,-155.74696350097656,-130.89181518554688,-162.45248413085938,-167.369873046875,-159.05502319335938,-167.19105529785156,-147.78973388671875,-0.009521484375,-0.966552734375,0.21875,-0.6713866591453552,-1.6784666776657104,1.0070799589157104,66.66667175292969,45.0,1.0,1652640963.380456,0.0
-128.4778289794922,-154.22705078125,-129.7295379638672,-161.37960815429688,-165.49232482910156,-157.44569396972656,-164.86647033691406,-146.2698211669922,-0.010009765625,-0.964599609375,0.22265625,-0.6713866591453552,-1.7395018339157104,1.0375975370407104,66.66667175292969,46.0,1.0,1652640963.3805552,0.0
-127.49435424804688,-153.15415954589844,-128.83546447753906,-160.12789916992188,-163.972412109375,-155.92578125,-163.4359588623047,-145.10752868652344,-0.011474609375,-0.9658203125,0.220947265625,-0.6713866591453552,-1.7700194120407104,0.9155272841453552,66.66667175292969,47.0,1.0,1652640963.3805618,0.0
-126.8685073852539,-152.17068481445312,-127.5837631225586,-158.78680419921875,-162.81011962890625,-154.49526977539062,-161.91604614257812,-144.03465270996094,-0.01171875,-0.9677734375,0.218994140625,-0.6408690810203552,-1.7089842557907104,0.9765624403953552,66.66667175292969,48.0,1.0,1652640963.3805676,0.0
-125.97444152832031,-150.82957458496094,-126.77909851074219,-157.35629272460938,-161.29019165039062,-153.06475830078125,-160.21731567382812,-142.69354248046875,-0.0126953125,-0.96533203125,0.221435546875,-0.6408690810203552,-1.7395018339157104,1.0070799589157104,66.66667175292969,49.0,1.0,1652640963.3806088,0.0
-125.34858703613281,-149.6672821044922,-126.15325164794922,-156.37281799316406,-160.12789916992188,-151.81304931640625,-158.42916870117188,-141.53125,-0.0146484375,-0.966552734375,0.21923828125,-0.6408690810203552,-1.7700194120407104,0.9460448622703552,66.66667175292969,50.0,1.0,1652640963.380634,0.0
