0,1,2,3,4,5,6,7,8
-160.6643524169922,-202.4174041748047,-167.28045654296875,-211.447509765625,-222.35516357421875,-216.36489868164062,-236.21324157714844,-198.57290649414062,1665552222.765957
-157.7139129638672,-197.94705200195312,-163.7041778564453,-206.88775634765625,-217.61659240722656,-211.447509765625,-229.68653869628906,-193.92373657226562,1665552222.7684624
-154.85289001464844,-193.47671508789062,-160.75375366210938,-202.59622192382812,-213.41445922851562,-206.351318359375,-223.69627380371094,-189.36398315429688,1665552222.7708285
-152.43890380859375,-189.98983764648438,-157.80332946777344,-198.57290649414062,-209.1229248046875,-201.88096618652344,-217.97422790527344,-185.34066772460938,1665552222.7965548
-150.11431884765625,-186.50296020507812,-154.76348876953125,-195.35426330566406,-204.47377014160156,-197.23179626464844,-212.96743774414062,-181.40676879882812,1665552222.7966816
-148.14736938476562,-183.463134765625,-152.6177215576172,-191.68856811523438,-200.80807495117188,-193.2978973388672,-207.9606475830078,-177.65167236328125,1665552222.82085
-146.180419921875,-180.24447631835938,-150.2931365966797,-188.82754516601562,-197.23179626464844,-189.9004364013672,-203.40087890625,-174.164794921875,1665552222.8458102
-144.30287170410156,-177.2046356201172,-147.9685516357422,-185.78770446777344,-193.74493408203125,-186.50296020507812,-199.2881622314453,-171.12496948242188,1665552222.8708484
-142.33592224121094,-174.7906494140625,-145.91220092773438,-182.9266815185547,-190.52627563476562,-182.9266815185547,-195.2648468017578,-168.0851287841797,1665552222.8960268
-140.90541076660156,-172.19784545898438,-143.8558349609375,-180.1550750732422,-187.48643493652344,-179.61862182617188,-191.50975036621094,-165.40292358398438,1665552222.92093
-139.4748992919922,-169.87326049804688,-141.71006774902344,-177.4728546142578,-184.71482849121094,-177.115234375,-188.02288818359375,-162.81011962890625,1665552222.9459083
-137.95497131347656,-167.7274932861328,-140.01133728027344,-175.41650390625,-181.94320678710938,-174.0753936767578,-184.71482849121094,-160.21731567382812,1665552222.9709153
-135.98802185058594,-165.58172607421875,-138.4914093017578,-172.91310119628906,-179.4398193359375,-171.66140747070312,-181.40676879882812,-158.25035095214844,1665552223.020846
-134.8257293701172,-163.7041778564453,-136.97149658203125,-171.03555297851562,-177.115234375,-169.1580047607422,-178.45632934570312,-156.37281799316406,1665552223.118093
-133.75283813476562,-161.91604614257812,-135.183349609375,-169.33682250976562,-174.8800506591797,-166.6546173095703,-176.04234313964844,-154.3164520263672,1665552223.1182094
-132.5011444091797,-160.12789916992188,-134.1104736328125,-167.28045654296875,-172.466064453125,-164.59825134277344,-173.62835693359375,-152.43890380859375,1665552223.1182425
-131.51766967773438,-158.42916870117188,-132.94818115234375,-165.49232482910156,-170.4097137451172,-162.54190063476562,-170.8567352294922,-150.38253784179688,1665552223.118265
-130.26597595214844,-156.9986572265625,-131.60707092285156,-163.61477661132812,-168.62156677246094,-160.39613342285156,-168.53216552734375,-148.77322387695312,1665552223.11829
-129.3719024658203,-155.65756225585938,-130.44479370117188,-162.3630828857422,-166.83343505859375,-158.6079864501953,-166.6546173095703,-147.2532958984375,1665552223.1183057
-128.4778289794922,-154.13763427734375,-129.3719024658203,-161.02197265625,-164.9558868408203,-157.08807373046875,-164.6876678466797,-145.82278442382812,1665552223.118326
-127.49435424804688,-152.6177215576172,-128.2990264892578,-159.6808624267578,-162.98892211914062,-155.47874450683594,-162.720703125,-144.5710906982422,1665552223.1183407
-126.689697265625,-151.45542907714844,-127.22613525390625,-158.25035095214844,-161.46900939941406,-153.6905975341797,-160.84315490722656,-143.31939697265625,1665552223.118359
-126.15325164794922,-150.2931365966797,-126.15325164794922,-157.44569396972656,-160.12789916992188,-152.2600860595703,-159.14442443847656,-141.88888549804688,1665552223.1183784
-125.2591781616211,-149.04144287109375,-125.52740478515625,-156.10458374023438,-158.78680419921875,-151.1872100830078,-157.26687622070312,-140.72659301757812,1665552223.118395
-124.5439224243164,-147.879150390625,-124.3651123046875,-154.85289001464844,-157.44569396972656,-149.84609985351562,-155.83636474609375,-139.56430053710938,1665552223.1184137
-123.91807556152344,-146.98507690429688,-123.73926544189453,-153.86941528320312,-156.10458374023438,-148.77322387695312,-154.40585327148438,-138.31260681152344,1665552223.1184294
-123.11341094970703,-146.09100341796875,-123.02400970458984,-152.79653930664062,-155.12110900878906,-147.52151489257812,-152.975341796875,-137.4185333251953,1665552223.1184475
-122.93460083007812,-145.1969451904297,-122.39815521240234,-151.72364807128906,-154.04823303222656,-146.2698211669922,-151.63424682617188,-136.61386108398438,1665552223.1184697
-122.21934509277344,-144.30287170410156,-121.59349822998047,-150.74017333984375,-152.70712280273438,-145.37574768066406,-150.47195434570312,-135.63038635253906,1665552223.118488
-121.59349822998047,-143.58761596679688,-120.96764373779297,-150.02491760253906,-151.63424682617188,-144.30287170410156,-149.39906311035156,-135.00454711914062,1665552223.1185048
-120.87824249267578,-142.69354248046875,-120.43120574951172,-149.30966186523438,-150.74017333984375,-143.22998046875,-148.05796813964844,-134.0210723876953,1665552223.1185222
-120.43120574951172,-141.88888549804688,-119.5371322631836,-148.5944061279297,-149.84609985351562,-142.33592224121094,-147.2532958984375,-133.3952178955078,1665552223.1185827
-119.98416900634766,-141.4418487548828,-119.00069427490234,-147.70033264160156,-149.04144287109375,-141.62066650390625,-146.09100341796875,-132.7693634033203,1665552223.1186073
-119.5371322631836,-140.72659301757812,-118.46424865722656,-147.07447814941406,-148.14736938476562,-140.63717651367188,-145.28634643554688,-132.05410766601562,1665552223.1208956
-119.09010314941406,-139.9219207763672,-118.28543853759766,-146.5380401611328,-147.1638946533203,-139.83251953125,-144.30287170410156,-131.4282684326172,1665552223.1209588
-118.8218765258789,-139.56430053710938,-117.92781066894531,-145.5545654296875,-146.09100341796875,-138.93844604492188,-143.31939697265625,-130.7130126953125,1665552223.1209807
-118.19602966308594,-138.93844604492188,-117.30196380615234,-145.10752868652344,-145.37574768066406,-138.4914093017578,-142.5147247314453,-130.087158203125,1665552223.1472404
-117.8384017944336,-138.4914093017578,-116.76551818847656,-144.481689453125,-145.10752868652344,-137.86557006835938,-141.4418487548828,-129.7295379638672,1665552223.172111
-117.30196380615234,-137.68675231933594,-116.3184814453125,-144.2134552001953,-144.481689453125,-137.1503143310547,-140.72659301757812,-129.1036834716797,1665552223.202844
-117.30196380615234,-137.32913208007812,-115.78204345703125,-143.40879821777344,-143.9452362060547,-136.5244598388672,-140.10073852539062,-128.4778289794922,1665552223.2029328
-117.03373718261719,-136.88209533691406,-115.15619659423828,-142.78294372558594,-143.22998046875,-136.25624084472656,-139.56430053710938,-128.03079223632812,1665552223.2029676
-116.67610931396484,-136.5244598388672,-114.79856872558594,-142.33592224121094,-142.5147247314453,-135.8092041015625,-139.02786254882812,-127.76258087158203,1665552223.202984
-116.40789031982422,-135.8986053466797,-114.6197509765625,-141.88888549804688,-142.06768798828125,-135.183349609375,-138.31260681152344,-127.40495300292969,1665552223.225865
-116.05026245117188,-135.4515838623047,-114.35153198242188,-141.35243225097656,-141.71006774902344,-134.64691162109375,-137.77615356445312,-126.60028839111328,1665552223.2510207
-115.78204345703125,-135.0939483642578,-114.08330535888672,-140.99481201171875,-140.99481201171875,-134.0210723876953,-137.4185333251953,-126.33206939697266,1665552223.2772083
-115.60322570800781,-134.736328125,-113.90449523925781,-140.72659301757812,-140.63717651367188,-133.57403564453125,-136.70327758789062,-125.97444152832031,1665552223.305837
-115.4244155883789,-134.55751037597656,-113.54686737060547,-140.4583740234375,-140.19015502929688,-133.484619140625,-135.98802185058594,-125.70621490478516,1665552223.3308537
-115.15619659423828,-134.0210723876953,-113.18923950195312,-140.01133728027344,-140.01133728027344,-133.03758239746094,-135.54098510742188,-125.2591781616211,1665552223.3564315
-114.79856872558594,-133.75283813476562,-113.01042175292969,-139.56430053710938,-139.56430053710938,-132.59056091308594,-135.00454711914062,-125.08036804199219,1665552223.356458
-114.35153198242188,-133.21640014648438,-112.74220275878906,-139.1172637939453,-139.1172637939453,-132.05410766601562,-134.736328125,-124.63333129882812,1665552223.3809516
-114.08330535888672,-133.1269989013672,-112.38457489013672,-138.93844604492188,-138.31260681152344,-131.6964874267578,-134.37869262695312,-124.27570343017578,1665552223.3859537
-113.90449523925781,-132.85877990722656,-112.295166015625,-138.67022705078125,-138.1337890625,-131.24945068359375,-134.0210723876953,-124.18629455566406,1665552223.410958
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.435887
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4609568
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4609787
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4609888
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4609966
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610083
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.46102
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610257
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610305
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610353
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610398
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610443
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610493
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610538
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610589
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610634
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610684
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461073
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610777
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610825
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610872
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461092
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4610965
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611013
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461106
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611108
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611151
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.46112
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461125
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611294
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461134
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611385
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611435
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.46115
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611547
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611595
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461164
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611685
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611733
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611778
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611824
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4611874
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461192
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461197
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612014
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461206
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612107
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612155
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612205
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.461225
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612298
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612346
-113.90449523925781,-132.7693634033203,-112.02694702148438,-138.4914093017578,-137.68675231933594,-131.0706329345703,-133.75283813476562,-123.73926544189453,1665552223.4612393
-110.14939880371094,-126.8685073852539,-107.82482147216797,-132.32232666015625,-130.62359619140625,-124.3651123046875,-125.97444152832031,-118.64306640625,1665552223.461244
-110.14939880371094,-126.8685073852539,-107.64600372314453,-132.4117431640625,-130.53419494628906,-124.45452117919922,-126.0638427734375,-118.55365753173828,1665552223.4865172
-109.88117980957031,-126.77909851074219,-107.64600372314453,-132.32232666015625,-130.62359619140625,-124.5439224243164,-125.97444152832031,-118.64306640625,1665552223.4865472
-110.05999755859375,-126.77909851074219,-107.55660247802734,-132.32232666015625,-130.62359619140625,-124.5439224243164,-126.15325164794922,-118.46424865722656,1665552223.510968
-110.14939880371094,-126.77909851074219,-107.46719360351562,-132.32232666015625,-130.62359619140625,-124.63333129882812,-126.0638427734375,-118.55365753173828,1665552223.5608292
-109.97058868408203,-126.8685073852539,-107.3777847290039,-132.32232666015625,-130.62359619140625,-124.45452117919922,-126.0638427734375,-118.55365753173828,1665552223.5609007
-109.88117980957031,-126.8685073852539,-107.3777847290039,-132.32232666015625,-130.1765594482422,-124.45452117919922,-126.15325164794922,-118.46424865722656,1665552223.5609193
-109.97058868408203,-126.95791625976562,-107.3777847290039,-132.14352416992188,-130.26597595214844,-124.63333129882812,-125.8850326538086,-118.55365753173828,1665552223.56095
-109.88117980957031,-126.689697265625,-107.28837585449219,-132.23292541503906,-130.1765594482422,-124.45452117919922,-126.0638427734375,-118.55365753173828,1665552223.5609605
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5864084
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5864851
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865028
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865135
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865228
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865324
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.586542
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865517
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865612
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.58657
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.586579
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865874
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5865967
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.586606
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866158
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.586625
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.586634
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866444
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866535
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866618
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866716
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866811
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866897
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5866988
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867083
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867324
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867436
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867524
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867612
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867703
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867798
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867896
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5867994
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5868084
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5868177
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5868273
-109.97058868408203,-126.77909851074219,-107.3777847290039,-132.05410766601562,-130.35537719726562,-124.45452117919922,-126.15325164794922,-118.37484741210938,1665552223.5868363
