0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
103304.671875,112204.0625,167981.140625,128627.5,81859.3359375,112060.1171875,75849.3984375,92309.671875,-0.105712890625,-0.909912109375,-0.338134765625,-1.5563963651657104,1.6174315214157104,-2.532958745956421,80.0,17504.0,1.0,1665718661.1204665
103421.6171875,112322.703125,168625.6875,128623.4765625,82546.25,112747.8359375,75898.65625,92321.7421875,-0.101318359375,-0.90576171875,-0.34033203125,-1.3427733182907104,2.136230230331421,-2.838134527206421,80.0,17505.0,1.0,1665718661.1234949
103375.8359375,112275.859375,169122.0625,128615.6953125,82726.2265625,112927.8125,75872.1953125,92324.6875,-0.097412109375,-0.90234375,-0.33740234375,-1.0070799589157104,2.563476324081421,-3.051757574081421,80.0,17506.0,1.0,1665718661.1235125
103265.78125,112164.90625,168617.1875,128617.3984375,82125.5,112326.1953125,75828.1171875,92321.3828125,-0.093505859375,-0.899658203125,-0.33251953125,-0.9460448622703552,2.990722417831421,-3.265380620956421,80.0,17507.0,1.0,1665718661.1254485
103274.5390625,112173.6640625,168018.78125,128622.9375,81808.640625,112008.9765625,75832.3203125,92326.1171875,-0.090576171875,-0.8984375,-0.331298828125,-0.7934569716453552,3.417968511581421,-3.356933355331421,80.0,17508.0,1.0,1665718661.139186
103405.7890625,112306.6171875,168471.1875,128630.0078125,82405.078125,112605.765625,75895.890625,92332.734375,-0.085205078125,-0.898193359375,-0.330078125,-0.7324218153953552,3.814697027206421,-3.509521245956421,80.0,17509.0,1.0,1665718661.1423016
103404.8984375,112305.71875,169107.671875,128631.4375,82763.4140625,112964.9140625,75894.6328125,92316.375,-0.084228515625,-0.89794921875,-0.33154296875,-0.7019042372703552,4.119872570037842,-3.601073980331421,80.0,17510.0,1.0,1665718661.142336
103305.390625,112204.6015625,168755.765625,128632.4140625,82247.5390625,112448.4140625,75848.859375,92314.046875,-0.080810546875,-0.8935546875,-0.32958984375,-0.6408690810203552,4.394530773162842,-3.631591558456421,80.0,17511.0,1.0,1665718661.1442704
103266.40625,112165.0859375,168062.59375,128629.5546875,81792.9921875,111993.0625,75827.3125,92306.2734375,-0.080078125,-0.887939453125,-0.33203125,-0.6713866591453552,4.547118663787842,-3.631591558456421,80.0,17512.0,1.0,1665718661.1479833
103381.3828125,112281.671875,168330.453125,128629.109375,82271.4140625,112471.8359375,75879.9765625,92311.4609375,-0.07666015625,-0.885009765625,-0.328369140625,-0.3967284858226776,4.699706554412842,-3.479003667831421,80.0,17513.0,1.0,1665718661.151729
